SK_ID_CURR,TARGET
100001,0.047586797216256735
100005,0.10258415170687445
100013,0.034894234848956075
100028,0.03582089819183919
100038,0.12804842342832207
100042,0.04345550638298704
100057,0.006461148403203281
100065,0.034584947669380146
100066,0.009364446878369537
100067,0.06469613875271908
100074,0.05545030504389034
100090,0.038593999981607535
100091,0.1462995386397149
100092,0.04772471024069471
100106,0.06118211214899859
100107,0.19010562846580537
100109,0.03636787604321512
100117,0.022322624891738974
100128,0.07643137648251468
100141,0.02631753127517355
100150,0.02642924138060912
100168,0.009317705189520964
100169,0.03365557465790138
100170,0.26795195636031643
100171,0.07267367690845787
100172,0.14898674191049427
100184,0.0747945941083655
100187,0.07328375998539345
100212,0.0257751709932185
100222,0.03830820948489234
100223,0.02213101047212845
100232,0.009629738415209926
100241,0.13170879235907487
100245,0.021075304574846847
100253,0.01352746226754219
100256,0.06716058641335218
100271,0.009480629071616802
100278,0.4471238804096396
100280,0.01009123013669882
100306,0.22831212925868868
100311,0.061661233919702726
100312,0.016770130070571196
100330,0.11037314576858578
100331,0.025166187839954886
100352,0.08390518229769024
100358,0.0746448300046616
100367,0.014814498712703614
100382,0.11730724370995013
100384,0.18238931412349946
100385,0.059686745028654176
100386,0.029875988098730866
100399,0.03600230220354279
100404,0.03237903949132469
100416,0.012293380819280053
100422,0.02052223845857643
100426,0.02469171726156097
100438,0.027330015479035387
100444,0.12831087469927255
100445,0.09991059350627927
100446,0.05326024503126676
100447,0.013796309213119185
100450,0.15262667734224095
100466,0.011178149654271568
100483,0.014748741561735395
100484,0.02129428582196262
100494,0.04977486532974547
100510,0.11331754894780091
100512,0.008749910486167807
100517,0.023929972286022574
100548,0.022356642875456748
100551,0.07739777782259197
100552,0.09107397864976306
100553,0.015268983236686007
100561,0.08320939476475311
100568,0.4010769876647546
100569,0.01678435756386907
100591,0.116932108457711
100592,0.023897406860620245
100602,0.027714683375306415
100607,0.052406490545586826
100613,0.054511968722622386
100617,0.06678888367371945
100618,0.11410666642983572
100622,0.05487173711983568
100625,0.06528982382489971
100677,0.07985906703292696
100699,0.025623047233201753
100702,0.362936421012043
100711,0.03245130066311954
100729,0.10713454718049195
100740,0.21649345398632247
100744,0.1207411501688612
100745,0.036275576027802764
100747,0.10089824155770578
100751,0.3936013624476675
100752,0.02900914182081958
100753,0.20011317913281876
100754,0.30133139342997883
100760,0.04406619683979003
100762,0.06856752719149904
100763,0.02603577859786369
100765,0.018536158368589895
100770,0.09810184906309247
100772,0.028690239246069876
100777,0.01816907508003336
100791,0.015047210123504203
100792,0.009398401931318821
100797,0.027428459783888907
100823,0.038207766568446044
100826,0.02361232341911167
100830,0.035889071752466584
100836,0.1676294098955169
100872,0.09437066141590933
100910,0.035329104667828334
100913,0.05378277167322058
100918,0.016540881510730198
100931,0.006338581012370923
100952,0.028278602707359945
100953,0.017174746154759515
100965,0.12264635408123156
100970,0.026162433888745437
100982,0.20792691114283673
100983,0.25579879896690644
100984,0.05429496048785986
100987,0.03326034862979207
100997,0.04441037171066215
100998,0.30943498520765933
101002,0.019446248562136018
101005,0.11282079706750417
101008,0.3672067821890901
101020,0.060827992048732314
101021,0.10193284869496816
101024,0.038515934322508015
101025,0.23773599673427587
101026,0.024706766969902972
101031,0.012548116333856092
101041,0.015601136845208896
101051,0.003691925942923594
101055,0.06030283571427967
101056,0.25168878655510785
101057,0.02430287491208872
101064,0.01621864125825755
101079,0.06635480283917652
101087,0.007306807708840714
101090,0.03264263705740296
101092,0.09993782115231095
101097,0.1403908003166413
101099,0.020912031372299814
101107,0.14642109270052825
101118,0.029804987952827263
101125,0.10897540057772025
101126,0.008616073422422127
101128,0.008794131657433403
101136,0.0464738081719682
101140,0.14356925205677648
101149,0.07369708792471472
101160,0.1383793407085557
101169,0.18797412932611274
101181,0.039661549741719974
101186,0.007069851103936115
101190,0.021963391552962827
101193,0.09600241836379271
101194,0.11518938755716421
101198,0.13208982713000172
101200,0.01629440194763178
101204,0.017075139872347277
101211,0.06934002655082087
101213,0.03329534767814921
101223,0.029180010185440513
101225,0.11705140624162955
101237,0.0554566726493856
101243,0.08228983759098628
101244,0.10022481215895362
101258,0.01942867642765295
101259,0.1527551336107995
101268,0.11998329249446951
101269,0.027158930992497683
101271,0.030539268367891878
101279,0.019152091746400528
101281,0.30805997433116433
101287,0.03031624638342581
101292,0.025333225262699578
101294,0.032970316077611916
101296,0.10534761009192274
101297,0.0159142764551215
101299,0.02879554218178155
101301,0.03668769823557772
101305,0.06608373053934465
101308,0.24678149958087411
101318,0.008339376846195621
101327,0.3103141882843217
101329,0.009483250962038182
101332,0.05161255490373006
101337,0.028590705162547445
101343,0.018504175601923623
101345,0.02643984388197098
101346,0.012066802407935635
101353,0.019840460104500943
101354,0.11814572474289275
101355,0.22422456533669669
101356,0.022177458793578672
101362,0.06656167954294173
101363,0.48109464127888946
101365,0.01812556410589864
101366,0.060925724478017564
