SK_ID_CURR,TARGET
100001,0.0373061771435267
100005,0.1401040053278862
100013,0.03210055481104067
100028,0.04193884226862715
100038,0.1554886812443804
100042,0.0643567346161901
100057,0.007046416974488283
100065,0.03185204623254895
100066,0.014576279622311245
100067,0.06693400713285377
100074,0.04406497076023324
100090,0.020124073901350056
100091,0.18374168861212983
100092,0.04883323298432818
100106,0.04663633136823136
100107,0.20382836782736063
100109,0.05075340435673219
100117,0.024291251435036805
100128,0.0973634625662176
100141,0.03242969695335737
100150,0.03432466331927657
100168,0.014693353202498632
100169,0.04252955268524937
100170,0.1819216113790309
100171,0.0866767870094651
100172,0.129955723692715
100184,0.09926509083506582
100187,0.05987313018795204
100212,0.02523309234808139
100222,0.03636101626854297
100223,0.03411715510176509
100232,0.011270365495710996
100241,0.14379974850128732
100245,0.01632404842359484
100253,0.026458802327714036
100256,0.06754710507052128
100271,0.010231354119632744
100278,0.4319308104495347
100280,0.008287649159119935
100306,0.24076641934635754
100311,0.06687396422420645
100312,0.013528257691354883
100330,0.11528775407307008
100331,0.025644441670500534
100352,0.10626774989650327
100358,0.09953371858277303
100367,0.014851304705118798
100382,0.09577863705561368
100384,0.1469840309315039
100385,0.07378448354348371
100386,0.034556216231911074
100399,0.03595115301279911
100404,0.04039419517804686
100416,0.01238633077458835
100422,0.022556746333339293
100426,0.03214193087131467
100438,0.030064652633573375
100444,0.1053639300858864
100445,0.07994263410419919
100446,0.050033363903041916
100447,0.02288473799775369
100450,0.11499714055555768
100466,0.013042807521388883
100483,0.02008553003912638
100484,0.015621615788147686
100494,0.05552209889782371
100510,0.11504911169096914
100512,0.014878000689216173
100517,0.0493783978703399
100548,0.026219075692768372
100551,0.13627414516966724
100552,0.06476994584907073
100553,0.01424632711817302
100561,0.12641845284060613
100568,0.5677475949616386
100569,0.014905485026276644
100591,0.09643313621600272
100592,0.02949223691898927
100602,0.02698994646500593
100607,0.05563427621941726
100613,0.06271400288328052
100617,0.09161300870911389
100618,0.10874589270801442
100622,0.053071741606999526
100625,0.04045421512329021
100677,0.09876980589513526
100699,0.02499890936015353
100702,0.41746401778681375
100711,0.03817047839996844
100729,0.14106242944127767
100740,0.1935350546481705
100744,0.15759927707074248
100745,0.04255133308138479
100747,0.09357368736754099
100751,0.3041328814413019
100752,0.025946932974832405
100753,0.23269398101551264
100754,0.26800190751704667
100760,0.03514279772975112
100762,0.08636365102017511
100763,0.032142242970301584
100765,0.020666937244516494
100770,0.09870874045273782
100772,0.03012092804250461
100777,0.0206768385790647
100791,0.01676757702466525
100792,0.009313330863610227
100797,0.038078730965289034
100823,0.03711811773931599
100826,0.025664053022204442
100830,0.04442736981716581
100836,0.15299848115383924
100872,0.07292659120469702
100910,0.05052850538501537
100913,0.09343934577838739
100918,0.015356420409814869
100931,0.011157000610569585
100952,0.026714144686355724
100953,0.01807468082892976
100965,0.151957007576496
100970,0.029446409938515238
100982,0.18620595119409614
100983,0.40285243434245627
100984,0.03708796387286986
100987,0.04174720529911256
100997,0.043017252298154965
100998,0.31917287395247446
101002,0.03871053190660011
101005,0.14241917494404416
101008,0.39156949198868063
101020,0.0735567434809998
101021,0.0302045577396919
101024,0.03967111552004212
101025,0.24049726134284288
101026,0.029466072617495297
101031,0.013358849194788741
101041,0.017304917289972487
101051,0.005366922320052965
101055,0.07157075919407575
101056,0.1827057925815321
101057,0.031030877423883142
101064,0.015792744701310084
101079,0.07164621546152879
101087,0.01279065519015433
101090,0.0396040866787449
101092,0.09898151336740149
101097,0.1242979536096841
101099,0.023766140515177805
101107,0.11900119882631192
101118,0.02511948061330696
101125,0.121070020540671
101126,0.009197917520194273
101128,0.00869044037299598
101136,0.0856604638989841
101140,0.22478277793747853
101149,0.06329092872233663
101160,0.15429612945156992
101169,0.18471171324632807
101181,0.0526586430984705
101186,0.006711497900993182
101190,0.020923779754110618
101193,0.09023548576277383
101194,0.12830272031491582
101198,0.14707707637314238
101200,0.01990565178978327
101204,0.019248646032661333
101211,0.05323633112049901
101213,0.029149738956737576
101223,0.0541887888430715
101225,0.10459373245159834
101237,0.05110828110933317
101243,0.1209564066286442
101244,0.08297779508887664
101258,0.031180126918721508
101259,0.23497546841005706
101268,0.10763098093960854
101269,0.029848402521006644
101271,0.021855766640676275
101279,0.0355236403814969
101281,0.18950928965002806
101287,0.03831758707368943
101292,0.03539533245248737
101294,0.02428073887095332
101296,0.09685708951498131
101297,0.009312575691687953
101299,0.022030409402154612
101301,0.02851538896645873
101305,0.06880439470092124
101308,0.3341831298370278
101318,0.005040616731568537
101327,0.19271993347953303
101329,0.009748889067906257
101332,0.039861529069045325
101337,0.039098764087158455
101343,0.022312108807071802
101345,0.016264899872375258
101346,0.01057951282979701
101353,0.011408994173121061
101354,0.11574834262940958
101355,0.18870757454457765
101356,0.01949398068659598
101362,0.07449174372481046
101363,0.5385382302718149
101365,0.010081610526930265
101366,0.05820835404993745
101367,0.21684772627640161
101368,0.015975067658468924
101374,0.11817511168159174
101380,0.015673286799998402
101383,0.06328240385827555
101398,0.017298787168450066
101399,0.3079981028830226
101401,0.21455687873956708
101412,0.06482987533252037
101426,0.0592987346313105
101427,0.3576216003664438
101428,0.22886238841938256
101429,0.17461516027933358
101434,0.01811281558051529
101440,0.2456452294656105
101448,0.09929059729280476
101449,0.043560284408438864
101465,0.02550264770889766
101467,0.016695537810670368
101472,0.06316190354182365
101478,0.2471932686830612
101497,0.05895339187905737
101504,0.05519135558224901
101547,0.012070544684833266
101548,0.09138485529801889
101555,0.07057670021554284
101570,0.012671022743769625
101572,0.04007346808068258
101578,0.03568363601811177
101580,0.11489144193002525
101588,0.10219156916062389
101602,0.045915415279786743
101610,0.08630535025863176
101614,0.03260085936960029
101616,0.029949282281651814
101643,0.06644486551831555
101644,0.03504926221759878
101649,0.02657911013199134
101650,0.07484938636089523
101665,0.014485175520020798
101667,0.07913319069863636
101669,0.09144330923093233
101674,0.07195643193028
101675,0.005132260902861791
101678,0.1280186855243687
101682,0.03546070695544954
101686,0.031125387694881303
101697,0.2743605340564666
101700,0.4263763198558195
101711,0.03837001307496871
101714,0.04049766668017722
101715,0.35454563322502475
101728,0.02235080292198275
101732,0.040249958433362855
101757,0.06789519078932824
101758,0.02761587875606526
101759,0.056643248562671646
101762,0.017634399702814548
101764,0.09079880299710195
101780,0.29188969730103287
101784,0.01170440515891117
101789,0.016827832470699928
101816,0.059709877662462975
